en_sentence,ko_sentence,emotion
i feel about target blank download when people die how do i feel about how do people feel before they die the q amp a wiki it depends on how theyre dying who they are what theyre feeling and what they are thinking at that moment,나는 사람들이 죽을 때 빈 다운로드를 목표로 하는 것에 대해 느낀다. 나는 사람들이 죽기 전에 어떻게 느끼는지에 대해 어떻게 느끼는가? qampa wiki 그것은 그들이 누구이고 그 순간에 어떻게 생각하느냐에 달려 있다.,sadness
i feel angry because instead of asking how am i with my problem he accusing me and i am mad because it finally confirm what kind of person he is,나는 내 문제에 대해 어떻게 지내냐고 묻는 대신 그가 나를 비난하고 그것이 마침내 그가 어떤 사람인지 확인시켜주기 때문에 화가 난다.,anger
i feel pathetic as if i have no meaning,아무 의미도 없는 것처럼 한심하다.,sadness
i feel like a tree which is being shaken rudely from its comfortable ground,나는 편안한 땅에서 무례하게 흔들리는 나무처럼 느껴진다.,fear
ive last posted not that my mind hasnt been flooded with topics that i feel need to be entertained but more so to do with the influx of feelings and opinions without clarity as life happened,내가 마지막으로 게시한 것은 내 마음이 즐거워야 한다고 느끼는 주제들로 넘쳐나지 않았다는 것이 아니라 삶이 일어났을 때 명확하지 않은 감정과 의견의 유입에 더 그러하다는 것이다.,joy
i would love to stop feeling so effing needy,나는 그렇게 궁핍하게 느끼는 것을 멈추고 싶다.,sadness
i feel a little sad about it but christmas is hardly on,나는 그것에 대해 조금 슬프지만 크리스마스는 거의 없다.,sadness
i feel dumb after that,그 후에 나는 벙어리처럼 느껴진다.,sadness
i feel that things are a lot more relaxed than they were maybe years ago,나는 상황이 아마도 몇 년 전보다 훨씬 더 느긋해졌다고 느낀다.,joy
i alsways feel so carefree,나 또한 항상 너무 편안함을 느낀다.,joy
i open my eyes in the morning my heart feels empty,나는 아침에 눈을 뜨고 내 마음은 공허하다.,sadness
i also cant sleep because all my life feels totally totally fucked and it makes no sense at all on one level i am sober and therefore all should be well but i have been living in so much self centered self willed thought and action and iam in such a world of pain right now,나는 또한 내 모든 삶이 완전히 망친 것처럼 느껴지고 한 차원에서는 전혀 말이 안 되기 때문에 나는 술이 깨서 모든 것이 잘 되어야 하지만 나는 너무 많은 자기 중심적인 이기적인 생각과 행동 속에서 살아왔고 지금 나는 그러한 고통의 세계에 있다.,anger
i may even try to make her some matching hair bows or when i feel more talented make them and sell them,나는 심지어 그녀에게 어울리는 머리 활을 만들어주거나 내가 더 재능이 있다고 느낄 때 그것들을 만들어 팔려고 할 수도 있다.,joy
i remember seeing it on the monitor and feeling like i had a truck on my chest and couldnt breathe my husband told me theyre going to intubate you now i wasnt convinced i would survive and wanted to live so badly,나는 모니터에서 그것을 보았고 내 가슴에 트럭을 달고 숨을 쉴 수 없을 것 같은 느낌을 받았던 것을 기억한다. 내 남편이 지금 그들이 너에게 삽관을 할 것이라고 말했다. 나는 내가 살아남을 것이라고 확신하지 못했고 그렇게 살고 싶었다.,joy
i didn t like the first book should have stayed with my gut feeling on that one liked the second book pretty well third book was a little better and i hated the last book,나는 첫 번째 책이 두 번째 책을 꽤 좋아했고 세 번째 책이 조금 더 좋았고 마지막 책이 싫었다는 내 직감을 가지고 있었어야 했다.,love
i miss feeling like i hated you,당신을 미워했던 기분이 그립습니다.,anger
i still cant shake the feeling that i might be unwelcome,나는 여전히 내가 환영받지 못할지도 모른다는 느낌을 떨칠 수 없다.,sadness
i had a quarrel with my father,나는 아버지와 말다툼을 했다.,anger
i feel completely humiliated but i will not let that get in the way,나는 완전히 굴욕감을 느끼지만 그것이 방해가 되도록 두지 않을 것이다.,sadness
i can often go a week or two without iming anyone at all if im not feeling especially outgoing and no one pokes at me,나는 종종 내가 특별히 외향적이지 않고 아무도 나를 괴롭히지 않는다면 누군가를 전혀 보지 않고 1~2주 정도 갈 수 있다.,joy
i have a hunch that in the coming months the republicans will try to tap into this overall feeling of discontent,나는 앞으로 몇 달 안에 공화당이 이 전반적인 불만감을 이용하려고 할 것이라는 예감이 든다.,sadness
i devote a significant amount of emotional energy to feeling anxious and thus become irritable or frustrated with very little provocation,"나는 불안감을 느끼기 위해 상당한 양의 감정 에너지를 쏟고, 그래서 매우 적은 자극으로 짜증이 나거나 좌절하게 된다.",fear
i read your kindly feelings to the ones who are the very cause of your disruption you are a splendid person of the highest moral character i salute you,나는 당신의 혼란의 원인이 되는 사람들에게 당신의 친절한 감정을 읽었습니다. 당신은 당신에게 경의를 표하는 최고의 도덕적 성격을 가진 훌륭한 사람입니다.,joy
i feel that if i met the author that we would get along because the writing seemed more friendly than formal,나는 만약 내가 그 작가를 만난다면 우리가 잘 지낼 것이라고 느낀다. 왜냐하면 그 글은 형식적인 것보다 더 친근해 보였기 때문이다.,joy
i would throw things and feel terrified and agitated,나는 물건을 던지고 공포와 동요를 느낄 것이다.,fear
i feel that these children will become violent and mentally unsafe as they get older because they are constantly in a dangerous environment,나는 이 아이들이 지속적으로 위험한 환경에 있기 때문에 나이가 들면서 폭력적이고 정신적으로 안전하지 않게 될 것이라고 느낀다.,anger
i had been feeling scared about being an ra because there is a lot of work that goes into that job,나는 그 직업에 들어가는 일이 많기 때문에 아라라는 되는 것에 대해 두려움을 느끼고 있었다.,fear
i identify with being independent admittedly sometimes to a fault and being strapped all the time makes me feel needy,나는 때때로 잘못으로 인해 독립적이고 항상 묶여 있는 것이 나를 궁핍하게 만든다는 것을 인정한다.,sadness
im already beholding myself not to be indulged into high intensity of feeling homesick but i think i just did,나는 이미 내 자신이 향수병에 빠지지 않는 것을 보고 있지만 나는 그냥 그렇게 했다고 생각한다.,sadness
im feeling very nostalgic over what happened in the last four years,나는 지난 4년 동안 일어난 일에 대해 매우 향수를 느낀다.,love
i even feel her hair looks superior here,나는 심지어 그녀의 머리가 여기서 더 우월해 보인다고 느낀다.,joy
i feel he became frightened at the thought that i was putting my best foot forward,내가 최선을 다하고 있다는 생각에 그가 겁을 먹은 것 같다.,fear
i could go on further but i feel like i ve tortured you enough for one day,나는 더 멀리 갈 수 있지만 나는 너를 하루 동안 충분히 고문한 것 같아.,anger
im a year old boy who is feeling hopeless,저는 절망적인 1살 소년입니다.,sadness
i feel i m very lucky to have her as my mom,나는 그녀를 나의 엄마로 둔 것이 매우 행운이라고 느낀다.,joy
i feel isolated and alone in my trade,나는 내 업계에서 고립되고 외롭다고 느낀다.,sadness
ive made my feelings about people who are still supporting the gop in this election cycle a href http drinky lemur,나는 이번 선거 주기에서 여전히 gop을 지지하는 사람들에 대한 내 감정을 hrefhttp 음주 여우원숭이.,love
i tend to become a little animated when i talk about something in which i feel passionate,나는 내가 열정을 느끼는 것에 대해 이야기할 때 약간 활기차지는 경향이 있다.,love
i feel uncomfortable and slobby,나는 불편하고 흐리멍덩하다.,fear
im fancy and it does it in a way without feeling too over the top or snobbish,나는 상상하고 그것은 너무 과장되거나 속물적인 느낌이 들지 않는 방식으로 그것을 한다.,anger
i feel so unloved lately like i dont get given enough attention,나는 최근에 너무 사랑받지 못한다고 느껴서 충분한 관심을 받지 못했다.,sadness
